Oh,1
Yeah,1
Marriage,1
is,3
like,2
a,2
coffin,1
and,1
each,1
kid,1
another,1
nail,1
Shoplifting,1
victimless,1
crime,1
punching,1
someone,1
in,1
the,1
dark,1
